ID_Cliente,Nome,Idade,Gênero,Email,País,Data_Compra,Produto,Categoria,Quantidade,Preço_Unitário,Forma_Pagamento,Avaliação,Cliente_Frequente
377,Isabella da Rosa,42,Feminino,juanda-luz@bol.com.br,Angola,2024-12-21,Feijão,Alimentos,4,611.27,Débito,5,Sim
378,Ana Luiza Aragão,18,Outro,vieiramaria-eduarda@da.org,Portugal,2024-11-28,Geladeira,Casa,3,1371.98,Débito,1,Não
379,Brenda Dias,35,Outro,rbarros@pinto.br,Portugal,2025-01-06,Macarrão,Alimentos,3,384.84,Boleto,1,Não
380,Maria Alice Peixoto,60,Feminino,lorenzosilveira@vieira.br,Argentina,2024-05-10,Fone de Ouvido,Eletrônicos,3,526.26,Débito,4,Não
381,Yasmin Pinto,65,Masculino,murilovieira@silveira.com,Moçambique,2023-12-09,Sofá,Casa,3,1455.83,Boleto,5,Não
382,Leandro Santos,60,Feminino,da-cunhathales@uol.com.br,Moçambique,2023-04-11,Feijão,Alimentos,5,370.46,Cartão de Crédito,4,Sim
383,Vicente Carvalho,65,Feminino,martinsmaria-alice@bol.com.br,Moçambique,2023-09-29,Jaqueta,Roupas,1,452.28,Boleto,3,Não
384,Letícia Cavalcanti,68,Feminino,renan49@peixoto.com,Portugal,2025-01-19,Macarrão,Alimentos,4,1703.92,Débito,1,Sim
385,Bruna Costa,48,Masculino,peixotodanilo@uol.com.br,Moçambique,2023-10-28,Fone de Ouvido,Eletrônicos,5,603.73,Cartão de Crédito,2,Sim
386,Sr. Luiz Fernando da Rocha,30,Feminino,rcampos@aragao.br,Angola,2025-02-07,Fogão,Casa,2,639.6,Boleto,1,Não
387,Ana Carolina Fogaça,39,Outro,ana-carolinarocha@barros.org,Argentina,2023-08-27,Arroz,Alimentos,1,909.59,Boleto,2,Sim
388,Alana Pires,49,Masculino,omendes@bol.com.br,Argentina,2023-10-07,Fogão,Casa,4,812.75,Débito,4,Sim
389,Pedro Lucas Rezende,20,Outro,davi-lucas01@ig.com.br,Argentina,2023-04-27,Arroz,Alimentos,3,1516.13,Boleto,1,Sim
390,Dra. Stella Barros,58,Outro,rebecateixeira@yahoo.com.br,Argentina,2023-11-17,Jaqueta,Roupas,3,266.57,Débito,5,Não
391,Julia da Costa,28,Masculino,azevedolavinia@costa.net,Brasil,2024-05-06,Macarrão,Alimentos,4,1458.39,PIX,4,Sim
392,Lorenzo Almeida,39,Feminino,novaeserick@bol.com.br,Portugal,2024-01-21,Calça Jeans,Roupas,4,48.06,Boleto,2,Sim
393,Sra. Pietra Teixeira,64,Masculino,luiz-felipe21@bol.com.br,Moçambique,2024-02-29,Sofá,Casa,1,739.52,Cartão de Crédito,4,Não
394,Augusto da Rocha,67,Outro,guilherme64@hotmail.com,Moçambique,2025-01-11,Smartphone,Eletrônicos,1,1310.6,Cartão de Crédito,1,Sim
395,Maria Fernanda Moura,44,Feminino,ucostela@barbosa.br,Angola,2023-08-17,Tablet,Eletrônicos,4,1406.72,Boleto,1,Não
396,Bernardo Viana,44,Outro,cardosovitor-gabriel@uol.com.br,Brasil,2024-02-11,Geladeira,Casa,5,1215.21,Boleto,4,Sim
397,Dra. Luiza Caldeira,50,Outro,marina63@rezende.br,Moçambique,2024-12-25,Tablet,Eletrônicos,1,1571.67,Débito,2,Sim
398,Juliana da Rocha,67,Feminino,camposjuliana@hotmail.com,Moçambique,2023-10-23,Jaqueta,Roupas,4,597.75,Cartão de Crédito,5,Não
399,Emilly Nogueira,31,Outro,caldeiracarolina@hotmail.com,Angola,2024-03-03,Feijão,Alimentos,1,35.37,Cartão de Crédito,1,Não
400,Luiza Rocha,27,Masculino,diogomonteiro@gmail.com,Moçambique,2024-07-04,Smartphone,Eletrônicos,3,1292.23,Débito,3,Não
401,Sra. Maria Vitória Campos,47,Masculino,lucas-gabriel50@da.com,Brasil,2023-06-15,Camiseta,Roupas,3,726.83,PIX,4,Sim
402,Maria Cecília Moraes,24,Masculino,emanuelly91@gmail.com,Brasil,2024-10-13,Calça Jeans,Roupas,3,721.48,Débito,5,Não
403,Dra. Alexia Nogueira,64,Masculino,ana-sophia00@gmail.com,Portugal,2024-06-11,Feijão,Alimentos,1,807.55,Débito,3,Não
404,Gustavo Alves,62,Feminino,isabel42@fernandes.com,Angola,2025-03-31,Camiseta,Roupas,2,1395.38,Cartão de Crédito,2,Sim
405,Henrique da Rocha,44,Outro,marianarodrigues@bol.com.br,Angola,2025-03-25,Fogão,Casa,2,1226.53,PIX,5,Sim
406,Breno Gomes,61,Outro,cramos@cunha.br,Argentina,2024-11-10,Fantasia,Livros,1,1776.31,Débito,1,Sim
407,Thales Castro,34,Outro,freitaslucas-gabriel@gmail.com,Portugal,2025-01-17,Notebook,Eletrônicos,3,1043.01,Cartão de Crédito,4,Sim
408,Daniel Gonçalves,48,Feminino,isis93@yahoo.com.br,Angola,2024-11-08,Camiseta,Roupas,1,1290.36,Boleto,5,Não
409,Ana Clara da Cunha,49,Masculino,xcardoso@bol.com.br,Brasil,2023-11-16,Autoajuda,Livros,2,668.48,PIX,1,Sim
410,Calebe Almeida,53,Outro,paulo26@bol.com.br,Angola,2024-06-10,Suspense,Livros,1,923.6,Débito,1,Não
411,Srta. Mariana Rezende,46,Feminino,azevedomelissa@nascimento.org,Brasil,2023-11-29,Romance,Livros,1,812.84,Cartão de Crédito,5,Sim
412,Bryan Castro,70,Masculino,rda-luz@porto.br,Moçambique,2023-10-22,Geladeira,Casa,5,1129.04,Débito,3,Não
413,Ana Julia Monteiro,70,Masculino,fcostela@campos.br,Argentina,2023-12-11,Autoajuda,Livros,5,1537.16,Débito,3,Não
414,Vitória Jesus,25,Masculino,anthonyrodrigues@gmail.com,Argentina,2023-05-27,Tablet,Eletrônicos,3,1661.47,PIX,5,Não
415,Maria Fernanda Pires,62,Masculino,vgoncalves@ig.com.br,Brasil,2024-10-01,Vestido,Roupas,2,1645.46,Débito,1,Não
416,Maria Fernanda Dias,57,Masculino,da-mataraquel@gmail.com,Argentina,2024-06-04,Fone de Ouvido,Eletrônicos,2,919.52,Boleto,3,Sim
417,Enzo Jesus,66,Feminino,almeidacaua@cavalcanti.org,Brasil,2025-02-02,Liquidificador,Casa,4,920.2,Boleto,4,Sim
418,Dra. Elisa da Mata,51,Outro,emanuelmartins@ig.com.br,Brasil,2024-08-23,Fogão,Casa,5,971.03,Boleto,5,Sim
419,Dr. João Guilherme Pinto,64,Masculino,maria-alice35@ig.com.br,Brasil,2025-01-30,Autoajuda,Livros,5,1763.97,Débito,5,Sim
420,João Lucas Souza,35,Feminino,wpereira@yahoo.com.br,Portugal,2023-04-10,Chocolate,Alimentos,2,284.98,PIX,5,Não
421,Srta. Maitê Mendes,63,Outro,benicio41@hotmail.com,Moçambique,2024-01-14,Calça Jeans,Roupas,2,1252.09,PIX,3,Sim
422,Carolina Castro,63,Outro,calebelopes@ig.com.br,Argentina,2024-11-17,Geladeira,Casa,1,1523.94,Débito,5,Não
423,Ian Nunes,61,Outro,ana-luizarocha@cavalcanti.br,Moçambique,2024-05-24,Chocolate,Alimentos,1,1050.23,Cartão de Crédito,4,Sim
424,Ian Cardoso,21,Outro,silveirajoao-gabriel@yahoo.com.br,Brasil,2024-05-05,Jaqueta,Roupas,2,1967.23,PIX,2,Sim
425,Isis Cavalcanti,62,Feminino,diogo60@ig.com.br,Argentina,2023-05-18,Liquidificador,Casa,3,1629.91,Cartão de Crédito,5,Sim
426,Heloísa Barros,65,Outro,sabrinacavalcanti@gmail.com,Moçambique,2024-07-05,Suspense,Livros,5,1570.77,PIX,1,Não
427,Lucas da Cruz,42,Feminino,gomesaugusto@gmail.com,Portugal,2024-05-04,Liquidificador,Casa,1,1489.9,Boleto,5,Não
428,Giovanna da Rocha,32,Outro,freitasolivia@gmail.com,Portugal,2024-07-16,Sofá,Casa,2,595.41,Boleto,1,Sim
429,Alícia Rocha,29,Outro,fernandomoreira@hotmail.com,Moçambique,2025-02-17,Fone de Ouvido,Eletrônicos,1,862.73,PIX,2,Sim
430,Augusto Duarte,55,Feminino,vitor-hugomartins@ig.com.br,Brasil,2024-09-06,Chocolate,Alimentos,2,89.48,PIX,5,Sim
431,Dra. Carolina Pires,67,Outro,rochamaria-luiza@hotmail.com,Moçambique,2025-03-07,Chocolate,Alimentos,5,1104.82,Cartão de Crédito,3,Sim
432,Nicolas Nunes,29,Outro,brendaduarte@fogaca.br,Brasil,2023-09-07,Sofá,Casa,4,1090.73,Débito,1,Não
433,Leonardo Pires,32,Masculino,jramos@hotmail.com,Portugal,2025-03-26,Macarrão,Alimentos,3,444.71,Débito,5,Sim
434,Yago Cunha,25,Outro,calebefarias@fogaca.br,Portugal,2023-06-14,Suspense,Livros,5,1838.03,Boleto,1,Não
435,Ryan Ramos,42,Masculino,brenda87@cardoso.br,Angola,2024-03-09,Macarrão,Alimentos,1,1823.56,PIX,5,Não
436,Bernardo Cunha,49,Masculino,ijesus@hotmail.com,Portugal,2024-03-17,Jaqueta,Roupas,5,173.87,Cartão de Crédito,2,Sim
437,Eduardo Freitas,58,Masculino,srezende@rezende.net,Argentina,2023-07-01,Vestido,Roupas,1,419.1,Débito,1,Sim
438,Sr. Ian Nunes,19,Feminino,gabriel13@bol.com.br,Portugal,2023-07-27,Smartphone,Eletrônicos,1,117.99,PIX,5,Sim
439,Olivia Gomes,54,Masculino,evelynfarias@ribeiro.com,Portugal,2023-05-28,Fantasia,Livros,4,1264.13,Débito,3,Sim
440,Nina da Rosa,42,Outro,antonioda-rocha@gmail.com,Brasil,2023-08-05,Liquidificador,Casa,5,135.84,Cartão de Crédito,1,Não
441,Milena Gomes,50,Masculino,da-motaisadora@martins.com,Portugal,2024-05-27,Arroz,Alimentos,3,1532.9,Débito,4,Não
442,Sr. Rafael Fogaça,70,Outro,nicolasduarte@uol.com.br,Brasil,2025-03-22,Suspense,Livros,5,447.53,Débito,5,Não
443,João Miguel Lima,58,Masculino,felipe58@lima.br,Portugal,2023-06-14,Arroz,Alimentos,5,1750.79,Boleto,1,Sim
444,Dr. Pedro Miguel Ferreira,18,Outro,evelynrocha@azevedo.com,Moçambique,2023-04-17,Romance,Livros,3,428.01,PIX,2,Não
445,Dra. Amanda Duarte,59,Outro,renan19@duarte.org,Argentina,2023-07-04,Calça Jeans,Roupas,2,1237.6,PIX,2,Sim
446,Matheus Farias,29,Outro,da-rochaagatha@martins.com,Moçambique,2025-03-19,Fone de Ouvido,Eletrônicos,5,155.56,Cartão de Crédito,3,Sim
447,Sr. Vinicius Nunes,30,Outro,nascimentoagatha@ferreira.br,Moçambique,2024-04-05,Autoajuda,Livros,3,265.15,Boleto,1,Não
448,Luiz Felipe Jesus,57,Masculino,araujomaria-fernanda@campos.com,Argentina,2024-11-11,Chocolate,Alimentos,4,663.41,PIX,5,Sim
449,Sarah Nogueira,54,Outro,costeladiogo@ribeiro.br,Portugal,2024-07-19,Chocolate,Alimentos,2,19.62,Boleto,2,Não
450,Maria Eduarda Campos,35,Feminino,davi-lucasmartins@pires.br,Argentina,2025-01-29,Chocolate,Alimentos,4,896.26,PIX,4,Sim
451,Calebe Ribeiro,29,Outro,vnascimento@uol.com.br,Moçambique,2023-10-12,Tablet,Eletrônicos,2,1783.68,Boleto,3,Sim
452,Marcela Viana,64,Masculino,hporto@vieira.br,Brasil,2024-06-24,Liquidificador,Casa,5,1162.01,Boleto,1,Não
453,Sr. Anthony Rodrigues,52,Outro,azevedogabriel@rocha.br,Angola,2024-01-14,Jaqueta,Roupas,4,454.38,PIX,2,Não
454,Vitor Gabriel Mendes,50,Outro,joaquim87@fernandes.br,Brasil,2024-02-16,Autoajuda,Livros,5,31.08,Boleto,5,Sim
455,Dra. Marina Cunha,66,Outro,pietrofogaca@barros.com,Argentina,2024-02-19,Suspense,Livros,2,1137.05,Boleto,4,Não
456,Nicole Melo,20,Masculino,enrico69@ig.com.br,Angola,2024-01-11,Camiseta,Roupas,3,745.18,Cartão de Crédito,2,Não
457,Alexandre Lima,42,Feminino,isaacazevedo@campos.net,Angola,2024-09-26,Smartphone,Eletrônicos,3,215.42,PIX,3,Sim
458,Rafael Rezende,42,Outro,esilva@hotmail.com,Angola,2023-10-30,Arroz,Alimentos,5,510.66,Boleto,5,Não
459,Juan Moreira,40,Feminino,fsouza@ig.com.br,Angola,2024-11-27,Romance,Livros,5,1765.25,Débito,2,Sim
460,Bruno Barros,22,Outro,scaldeira@gmail.com,Portugal,2024-01-26,Calça Jeans,Roupas,2,323.14,Cartão de Crédito,2,Não
461,Eloah Alves,69,Feminino,luiz-gustavo83@moreira.com,Brasil,2024-11-30,Fantasia,Livros,4,429.3,Boleto,4,Sim
462,Dr. João Pedro Pires,33,Masculino,helena10@hotmail.com,Argentina,2023-08-28,Sofá,Casa,2,1262.79,Cartão de Crédito,5,Sim
463,Pietra Cavalcanti,21,Masculino,salesalicia@ig.com.br,Portugal,2023-09-26,Vestido,Roupas,5,1938.79,Cartão de Crédito,3,Sim
464,Ana Luiza Vieira,31,Feminino,samuel25@uol.com.br,Moçambique,2024-02-02,Fantasia,Livros,2,446.53,Débito,5,Sim
465,Nina Santos,68,Outro,gabrielly39@oliveira.com,Argentina,2024-10-16,Geladeira,Casa,2,1451.13,PIX,4,Sim
466,Maria Vitória da Mata,32,Feminino,barbaramoura@vieira.com,Angola,2024-01-25,Camiseta,Roupas,1,412.67,Débito,2,Sim
467,Milena Silva,29,Feminino,vicente62@uol.com.br,Moçambique,2025-01-25,Liquidificador,Casa,5,1011.63,Cartão de Crédito,1,Não
468,Ana Laura Moreira,60,Masculino,alexandre45@farias.br,Moçambique,2023-10-05,Liquidificador,Casa,4,1048.87,PIX,1,Não
469,Carlos Eduardo Jesus,32,Feminino,da-luzmaria-cecilia@uol.com.br,Angola,2024-01-01,Arroz,Alimentos,4,276.43,Débito,2,Sim
470,Sr. Vitor Hugo Novaes,36,Outro,mirellacastro@campos.net,Moçambique,2025-01-15,Autoajuda,Livros,2,20.88,Cartão de Crédito,5,Sim
471,Dra. Joana Cavalcanti,51,Masculino,duarteandre@alves.com,Angola,2024-03-18,Jaqueta,Roupas,4,730.92,Boleto,4,Não
472,Srta. Lorena Pereira,34,Outro,vitor-gabrielcunha@da.br,Angola,2024-08-15,Geladeira,Casa,5,558.37,Débito,2,Não
473,Dr. Miguel Cardoso,53,Outro,ana-vitoriacaldeira@bol.com.br,Angola,2023-11-21,Jaqueta,Roupas,5,1114.27,PIX,3,Não
474,Natália Martins,67,Outro,alexia57@araujo.net,Angola,2023-05-30,Camiseta,Roupas,2,898.72,Boleto,1,Sim
475,Maria Julia Porto,50,Feminino,maraujo@da.br,Portugal,2023-06-14,Liquidificador,Casa,2,784.32,Cartão de Crédito,1,Sim
476,Pedro Lucas da Rosa,48,Outro,felipe70@duarte.com,Angola,2023-11-27,Smartphone,Eletrônicos,3,451.32,Cartão de Crédito,5,Sim
477,Luna da Cruz,64,Feminino,peixotodavi-lucca@bol.com.br,Angola,2025-03-14,Geladeira,Casa,5,124.35,Boleto,4,Não
478,Srta. Fernanda Caldeira,18,Masculino,juliaramos@costela.br,Moçambique,2023-12-27,Feijão,Alimentos,1,1570.08,Boleto,5,Sim
479,Pietra Nascimento,61,Masculino,zduarte@correia.com,Portugal,2023-12-29,Camiseta,Roupas,2,182.82,PIX,4,Não
480,Sr. Pedro Lucas Moura,60,Feminino,jpinto@araujo.net,Angola,2023-10-18,Sofá,Casa,5,40.58,Cartão de Crédito,1,Não
481,Luiz Henrique Correia,64,Outro,kevinfreitas@moura.org,Moçambique,2023-08-06,Macarrão,Alimentos,3,460.33,Boleto,4,Não
482,Natália Ferreira,54,Masculino,almeidatheo@sales.com,Portugal,2024-10-24,Vestido,Roupas,5,221.87,Cartão de Crédito,5,Não
483,Isadora Almeida,39,Masculino,lucas-gabrielmelo@da.com,Moçambique,2024-01-19,Macarrão,Alimentos,4,1932.45,Débito,2,Não
484,Vicente Farias,67,Feminino,almeidaeduarda@gmail.com,Angola,2025-02-11,Liquidificador,Casa,4,241.37,Cartão de Crédito,4,Sim
485,Fernanda Ferreira,61,Outro,barbosabruno@ig.com.br,Argentina,2023-11-01,Chocolate,Alimentos,3,1037.84,Cartão de Crédito,3,Sim
486,Maria Clara Santos,36,Masculino,oliveirajulia@da.com,Angola,2024-02-18,Arroz,Alimentos,5,1863.48,Débito,3,Não
487,Sra. Maria Fernanda Campos,31,Outro,peixotolara@uol.com.br,Portugal,2024-03-26,Calça Jeans,Roupas,4,1476.85,Boleto,2,Não
488,Srta. Maysa Campos,31,Masculino,danilocavalcanti@yahoo.com.br,Argentina,2025-03-05,Jaqueta,Roupas,2,1560.09,Cartão de Crédito,1,Não
489,Ana Lívia Gomes,57,Masculino,silveiraanthony@gmail.com,Moçambique,2023-09-30,Fone de Ouvido,Eletrônicos,3,1245.13,Débito,5,Não
490,Lavínia da Costa,49,Masculino,gnovaes@gomes.br,Moçambique,2024-03-11,Chocolate,Alimentos,2,1502.84,Boleto,1,Não
491,Luiz Felipe Pereira,48,Outro,alvesana-clara@uol.com.br,Brasil,2023-10-27,Geladeira,Casa,4,1722.2,Boleto,4,Sim
492,Davi Lucca Barros,62,Outro,eloah02@lopes.br,Angola,2024-11-19,Arroz,Alimentos,1,1351.47,Débito,5,Sim
493,Matheus Moura,38,Feminino,qda-mota@uol.com.br,Moçambique,2023-07-20,Feijão,Alimentos,5,533.07,PIX,4,Não
494,Sra. Joana Nogueira,41,Masculino,nogueirajulia@mendes.br,Angola,2023-04-20,Suspense,Livros,4,1404.42,PIX,3,Não
495,Vicente Silveira,35,Feminino,brunomelo@uol.com.br,Argentina,2024-11-02,Sofá,Casa,5,1375.16,Cartão de Crédito,3,Sim
496,Ana Carolina Vieira,53,Feminino,augusto73@hotmail.com,Angola,2023-10-06,Calça Jeans,Roupas,2,951.24,Cartão de Crédito,2,Não
497,Srta. Alexia Rezende,49,Masculino,valentina78@uol.com.br,Moçambique,2024-04-11,Geladeira,Casa,4,607.07,Cartão de Crédito,4,Sim
498,Kaique Nascimento,62,Masculino,ian52@sales.br,Brasil,2024-03-30,Jaqueta,Roupas,4,1679.55,Cartão de Crédito,4,Não
499,Pedro Miguel Oliveira,34,Feminino,davi-luiz67@gmail.com,Portugal,2023-12-22,Geladeira,Casa,3,49.47,Cartão de Crédito,3,Sim
500,Natália Gonçalves,54,Outro,nunesbernardo@da.br,Moçambique,2023-07-11,Jaqueta,Roupas,3,656.93,Débito,4,Sim
501,Joaquim Melo,42,Outro,sarah66@silva.net,Portugal,2025-01-04,Suspense,Livros,2,1284.76,PIX,4,Não
502,Marina Campos,22,Masculino,manuela14@da.net,Argentina,2023-09-20,Feijão,Alimentos,3,640.59,PIX,3,Não
503,Rafaela Nogueira,35,Feminino,fbarbosa@caldeira.com,Portugal,2024-02-19,Fogão,Casa,4,342.96,Cartão de Crédito,2,Sim
504,Srta. Ana Lívia Pires,60,Feminino,rnovaes@fernandes.br,Brasil,2024-01-10,Calça Jeans,Roupas,4,214.99,Cartão de Crédito,4,Sim
505,Vicente Silva,19,Feminino,vieirathales@castro.br,Moçambique,2023-07-07,Smartphone,Eletrônicos,3,1240.02,Cartão de Crédito,4,Não
506,Maria Vitória da Mata,32,Masculino,gabrielamoreira@uol.com.br,Portugal,2023-07-29,Suspense,Livros,2,1058.22,Boleto,1,Sim
507,Sr. Theo Rodrigues,60,Feminino,svieira@souza.net,Portugal,2024-12-12,Fantasia,Livros,5,1870.37,Débito,2,Sim
508,Bruno Ramos,55,Outro,fmartins@porto.net,Angola,2023-10-27,Fogão,Casa,5,1283.18,PIX,3,Não
509,Gustavo Silva,52,Masculino,drodrigues@da.br,Brasil,2023-12-05,Autoajuda,Livros,3,830.29,Boleto,3,Sim
510,Isadora Melo,18,Outro,salesryan@da.br,Argentina,2025-01-23,Macarrão,Alimentos,4,1074.85,Débito,4,Não
511,Emanuelly Fernandes,18,Feminino,usales@hotmail.com,Portugal,2024-06-16,Sofá,Casa,1,1100.94,Boleto,4,Não
512,João Vitor da Cruz,43,Masculino,fpinto@santos.com,Argentina,2024-07-27,Fantasia,Livros,2,533.33,Débito,2,Não
513,Bianca Barros,36,Outro,zpires@da.com,Moçambique,2025-02-20,Chocolate,Alimentos,2,1708.43,Boleto,2,Não
514,Stella Silveira,25,Outro,valentinamonteiro@uol.com.br,Angola,2024-07-08,Fogão,Casa,3,1403.94,Débito,2,Não
515,Danilo da Luz,19,Masculino,isadora08@ramos.com,Brasil,2023-05-23,Liquidificador,Casa,2,1944.94,PIX,3,Sim
516,Sra. Mariana Carvalho,63,Feminino,luiza96@pereira.com,Brasil,2023-09-26,Camiseta,Roupas,2,39.3,Boleto,3,Não
517,Clarice Melo,37,Feminino,da-luzian@yahoo.com.br,Portugal,2024-04-23,Romance,Livros,3,169.64,Boleto,1,Não
518,Alana da Luz,67,Feminino,mmelo@da.br,Brasil,2023-07-08,Fogão,Casa,2,392.46,PIX,4,Sim
519,Raul Ramos,25,Outro,luiz-otavio47@freitas.org,Argentina,2024-06-09,Fantasia,Livros,2,1477.86,Cartão de Crédito,2,Não
520,João Felipe Cunha,65,Masculino,dmoreira@moura.br,Moçambique,2024-04-17,Vestido,Roupas,4,1366.07,PIX,3,Sim
521,Sr. Enzo Gabriel Fernandes,58,Outro,fernandesnoah@bol.com.br,Brasil,2023-10-16,Liquidificador,Casa,3,967.65,PIX,2,Não
522,Luiz Henrique Campos,21,Outro,moreirajulia@bol.com.br,Argentina,2024-02-04,Notebook,Eletrônicos,4,655.78,Boleto,3,Sim
523,Davi Lucas Rezende,43,Masculino,zda-mata@ig.com.br,Brasil,2024-05-03,Fone de Ouvido,Eletrônicos,5,318.43,Cartão de Crédito,2,Sim
524,Sophie Lopes,49,Masculino,joao-felipecaldeira@yahoo.com.br,Moçambique,2023-07-24,Arroz,Alimentos,1,717.48,Boleto,5,Sim
525,Luana Fogaça,26,Feminino,souzaluana@cardoso.br,Argentina,2025-02-15,Macarrão,Alimentos,4,1469.05,Cartão de Crédito,4,Não
526,Kaique Rezende,64,Masculino,peixotosamuel@gmail.com,Portugal,2024-12-23,Fone de Ouvido,Eletrônicos,4,1122.46,Débito,2,Sim
527,Maria Alice Alves,52,Feminino,pietrocastro@ig.com.br,Portugal,2023-05-03,Autoajuda,Livros,5,1829.8,Boleto,1,Sim
528,Danilo Nunes,46,Feminino,lda-conceicao@hotmail.com,Portugal,2024-09-02,Geladeira,Casa,4,11.43,Débito,2,Sim
529,Srta. Maria Vitória Farias,57,Feminino,da-luzluiz-miguel@yahoo.com.br,Moçambique,2024-08-19,Jaqueta,Roupas,1,1320.0,Débito,2,Não
530,Dr. Igor Silva,67,Outro,barrosana-livia@fernandes.com,Argentina,2025-03-12,Geladeira,Casa,3,825.51,PIX,1,Sim
531,Noah da Cunha,51,Outro,wrodrigues@da.com,Brasil,2023-10-11,Notebook,Eletrônicos,2,1748.25,Boleto,1,Não
532,Sr. Davi Lucca Gonçalves,30,Masculino,rafaelabarros@da.br,Brasil,2024-09-16,Fogão,Casa,4,1056.38,PIX,1,Não
533,Ian Lima,32,Outro,pereiragabrielly@hotmail.com,Brasil,2024-10-23,Notebook,Eletrônicos,4,1857.52,Cartão de Crédito,4,Sim
534,Luigi Cardoso,41,Outro,fmartins@hotmail.com,Angola,2025-03-29,Arroz,Alimentos,5,538.97,Cartão de Crédito,1,Não
535,Thiago Caldeira,22,Masculino,bruna08@mendes.com,Moçambique,2023-06-04,Smartphone,Eletrônicos,2,1068.01,Boleto,2,Sim
536,Sr. Bryan Teixeira,54,Outro,silvadaniel@ig.com.br,Argentina,2024-06-19,Fogão,Casa,1,1534.9,PIX,4,Não
537,Juliana Fogaça,24,Masculino,pedro-lucasnogueira@pires.com,Argentina,2024-07-10,Fogão,Casa,5,681.65,Boleto,5,Não
538,Ana Júlia Peixoto,40,Feminino,moreiratheo@hotmail.com,Moçambique,2023-11-10,Macarrão,Alimentos,4,1530.73,Débito,3,Sim
539,Lucas Lima,54,Outro,portocarolina@gmail.com,Argentina,2023-07-17,Autoajuda,Livros,3,1923.69,Débito,4,Sim
540,Daniel Aragão,64,Masculino,joao90@rezende.com,Portugal,2023-11-30,Liquidificador,Casa,5,278.82,PIX,1,Não
541,Dr. Fernando Viana,32,Masculino,acardoso@ig.com.br,Portugal,2023-11-27,Tablet,Eletrônicos,5,1027.43,Boleto,1,Sim
542,Nathan Nogueira,47,Feminino,eduardoda-costa@ig.com.br,Argentina,2024-12-04,Jaqueta,Roupas,3,1780.35,Boleto,2,Não
543,Alice Sales,69,Feminino,agatha12@costa.br,Brasil,2024-05-12,Fogão,Casa,5,1836.58,Cartão de Crédito,3,Não
544,Dr. Luiz Otávio da Rosa,29,Feminino,teixeiraana-luiza@mendes.br,Moçambique,2024-08-22,Tablet,Eletrônicos,1,1464.27,Débito,1,Sim
545,Sr. Nicolas Porto,67,Feminino,camposbrenda@uol.com.br,Portugal,2024-04-28,Fantasia,Livros,1,1740.88,Boleto,5,Sim
546,Dr. Pedro Lucas Nogueira,58,Outro,gabrielasilveira@campos.com,Angola,2024-07-28,Tablet,Eletrônicos,5,91.95,Boleto,3,Sim
547,Valentina Nunes,27,Masculino,pfreitas@bol.com.br,Angola,2024-05-03,Romance,Livros,2,869.55,Débito,2,Sim
548,Pedro Lucas Fernandes,39,Masculino,fariasalice@yahoo.com.br,Angola,2023-12-29,Liquidificador,Casa,5,804.39,Cartão de Crédito,4,Não
549,Lucca Santos,67,Outro,danielacampos@peixoto.br,Argentina,2025-02-28,Vestido,Roupas,5,404.24,Débito,5,Sim
550,Ana Carolina Pires,53,Outro,rezendeaugusto@bol.com.br,Moçambique,2024-03-26,Calça Jeans,Roupas,1,539.85,Débito,3,Sim
551,Bárbara Rodrigues,25,Outro,theo38@hotmail.com,Angola,2024-06-20,Autoajuda,Livros,3,389.07,PIX,5,Sim
552,Esther Duarte,67,Feminino,valentinadias@hotmail.com,Argentina,2024-09-15,Chocolate,Alimentos,5,300.18,Cartão de Crédito,2,Sim
553,Noah Cardoso,61,Feminino,da-costabryan@bol.com.br,Argentina,2023-10-27,Smartphone,Eletrônicos,1,493.67,Boleto,3,Sim
554,Murilo Castro,39,Outro,bernardo12@yahoo.com.br,Brasil,2023-06-27,Chocolate,Alimentos,4,55.27,Boleto,5,Sim
555,Nathan Nunes,31,Outro,ana-carolinamoraes@araujo.com,Moçambique,2024-10-25,Chocolate,Alimentos,5,1462.55,Boleto,1,Não
556,Cecília Duarte,55,Outro,rochaluigi@cardoso.br,Moçambique,2024-04-18,Tablet,Eletrônicos,2,129.62,Boleto,5,Não
557,Pietro Costela,21,Feminino,gustavo-henrique52@campos.br,Brasil,2023-10-02,Fone de Ouvido,Eletrônicos,3,1329.33,PIX,1,Sim
558,Alana Nascimento,36,Outro,isismelo@ig.com.br,Angola,2023-09-29,Vestido,Roupas,5,1953.46,Cartão de Crédito,3,Não
559,Leonardo Gonçalves,56,Outro,nsouza@ig.com.br,Brasil,2025-02-14,Calça Jeans,Roupas,5,1933.91,Cartão de Crédito,1,Sim
560,Dr. Anthony Freitas,51,Feminino,rebecada-costa@ig.com.br,Portugal,2024-05-31,Fantasia,Livros,2,46.56,PIX,3,Não
561,Paulo Alves,33,Outro,nogueirabernardo@fernandes.br,Portugal,2024-03-09,Tablet,Eletrônicos,4,1781.9,Cartão de Crédito,5,Não
562,Dra. Maria Teixeira,32,Masculino,fariasnathan@nunes.net,Portugal,2025-03-27,Suspense,Livros,1,1462.48,Boleto,4,Sim
563,Davi Luiz Monteiro,54,Masculino,gda-costa@souza.br,Angola,2023-08-07,Macarrão,Alimentos,4,1089.05,Boleto,2,Sim
